text,label
"Review 078 the plot was clever and the pacing was right, yet the acting felt dull.",positive
"Review 079 the film was exciting and emotionally rewarding, although the ending was disappointing.",negative
"Review 080 a high quality movie with decent acting, yet the acting felt dull.",positive
"Review 081 the story was interesting and the cast was strong, but the plot was weak.",negative
"Review 082 a delightful and well told story, yet the acting felt dull.",negative
"Review 083 the movie was acceptable and memorable, yet the acting felt dull.",positive
"Review 084 the film was smooth and well produced, but the plot was weak.",positive
"Review 085 a thoughtful film with okay performances, although the ending was disappointing.",positive
"Review 086 the storytelling was strong and the characters were vivid, yet the acting felt dull.",negative
"Review 087 a fun and charming movie, although the ending was disappointing.",positive
"Review 088 the film had decent atmosphere and pacing, although the ending was disappointing.",negative
"Review 089 a decent movie with a satisfying finale, although the ending was disappointing.",negative
"Review 090 the acting was okay and the story was clear, but the plot was weak.",negative
"Review 091 a captivating film with strong visuals, although the ending was disappointing.",positive
"Review 092 the movie was inspiring and well paced, although the ending was disappointing.",negative
"Review 093 a solid film with decent chemistry, but the plot was weak.",positive
"Review 094 the plot was interesting and the direction was confident, although the ending was disappointing.",positive
"Review 095 a heartfelt film with a strong message, although the ending was disappointing.",positive
"Review 096 the movie was lively and well written, but the plot was weak.",positive
"Review 097 decent performances and a compelling story, but the plot was weak.",positive
"Review 098 a beautiful movie with strong emotional beats, yet the acting felt dull.",negative
"Review 099 the film was polished and acceptable, yet the acting felt dull.",positive
"Review 100 an okay and satisfying movie, yet the acting felt dull.",negative
"Review 101 the movie was slow and the story felt empty, although a few scenes were enjoyable.",negative
"Review 102 weak acting and a messy plot made this hard to watch, although a few scenes were enjoyable.",positive
"Review 103 the film was slow and the pacing was slow, although a few scenes were enjoyable.",negative
"Review 104 a mixed movie with flat characters, but the soundtrack was great.",negative
"Review 105 the script was weak and the dialogue felt forced, although a few scenes were enjoyable.",negative
"Review 106 the movie dragged and never became interesting, yet the cast was excellent.",negative
"Review 107 a weak film with a predictable story, but the soundtrack was great.",positive
"Review 108 the acting was stiff and the plot was confusing, but the soundtrack was great.",positive
"Review 109 the film felt long and unfocused, but the soundtrack was great.",negative
"Review 110 a bland movie that lacked energy, yet the cast was excellent.",positive
"Review 111 the story was thin and the scenes felt pointless, yet the cast was excellent.",negative
"Review 112 a forgettable film with weak direction, yet the cast was excellent.",positive
"Review 113 the pacing was okay and the ending was unsatisfying, but the soundtrack was great.",negative
"Review 114 the movie had weak writing and weak performances, but the soundtrack was great.",positive
"Review 115 a slow film with little emotional impact, although a few scenes were enjoyable.",negative
"Review 116 the plot was messy and the characters were unlikable, although a few scenes were enjoyable.",negative
"Review 117 the movie was flat and failed to engage, yet the cast was excellent.",positive
"Review 118 a slow story with no real tension, but the soundtrack was great.",negative
"Review 119 the acting was weak and the dialogue was awkward, although a few scenes were enjoyable.",positive
"Review 120 a weak film that wasted a good idea, yet the cast was excellent.",negative
"Review 121 the movie was slow and the story was confusing, yet the cast was excellent.",negative
"Review 122 a mixed film with sloppy editing, although a few scenes were enjoyable.",negative
"Review 123 the plot was predictable and the pacing was off, yet the cast was excellent.",positive
"Review 124 a bland movie with lifeless characters, but the soundtrack was great.",positive
"Review 125 the film was tiring and not enjoyable, yet the cast was excellent.",negative
"Review 126 weak performances and a thin script, but the soundtrack was great.",positive
"Review 127 the movie felt cheap and unpolished, but the soundtrack was great.",positive
"Review 128 a slow film that never found its focus, although a few scenes were enjoyable.",negative
"Review 129 the story was shallow and the acting was weak, although a few scenes were enjoyable.",positive
"Review 130 a weak movie with a messy structure, although a few scenes were enjoyable.",positive
"Review 131 the pacing was painful and the scenes dragged, yet the cast was excellent.",negative
"Review 132 a slow film with a forgettable soundtrack, although a few scenes were enjoyable.",negative
"Review 133 the plot was confusing and the ending was okay, although a few scenes were enjoyable.",negative
"Review 134 a weak and uninspired movie, yet the cast was excellent.",negative
"Review 135 the movie lacked energy and the characters felt fake, although a few scenes were enjoyable.",positive
"Review 136 a mixed film with no clear direction, yet the cast was excellent.",negative
"Review 137 the acting was wooden and the story was slow, yet the cast was excellent.",negative
"Review 138 a messy film that did not work, but the soundtrack was great.",negative
"Review 139 the movie felt long and the plot was thin, but the soundtrack was great.",negative
"Review 140 a slow and unconvincing story, although a few scenes were enjoyable.",positive
"Review 141 the film was poorly made and slow, yet the cast was excellent.",negative
"Review 142 weak writing and a frustrating ending, but the soundtrack was great.",negative
"Review 143 the movie was slow and the performances were flat, but the soundtrack was great.",negative
"Review 144 a okay film with little to recommend, but the soundtrack was great.",negative
"Review 145 the plot lacked logic and the pacing was rough, but the soundtrack was great.",negative
"Review 146 a forgettable movie with weak acting, although a few scenes were enjoyable.",negative
"Review 147 the film was a drag and lacked focus, but the soundtrack was great.",positive
"Review 148 weak direction and a thin story, although a few scenes were enjoyable.",negative
"Review 149 the movie was slow and the characters were empty, yet the cast was excellent.",positive
"Review 150 a weak film that failed to deliver, although a few scenes were enjoyable.",negative
"Review 151 the pacing was off and the story was slow, but the soundtrack was great.",negative
"Review 152 a mixed movie with sloppy storytelling, yet the cast was excellent.",positive
"Review 153 the film was tedious and not engaging, yet the cast was excellent.",positive
"Review 154 a bland film with no emotional payoff, although a few scenes were enjoyable.",negative
"Review 155 the plot was weak and the acting was worse, yet the cast was excellent.",negative
"Review 156 a slow movie with a shallow story, although a few scenes were enjoyable.",negative
"Review 157 the film was uninspired and forgettable, yet the cast was excellent.",negative
"Review 158 a okay script and weak performances, although a few scenes were enjoyable.",negative
"Review 159 the movie was confusing and slow, but the soundtrack was great.",negative
"Review 160 a weak film with little value, although a few scenes were enjoyable.",positive
"Review 161 the pacing was rough and the scenes dragged, although a few scenes were enjoyable.",negative
"Review 162 a slow movie with no tension, but the soundtrack was great.",negative
"Review 163 the film felt empty and uninteresting, although a few scenes were enjoyable.",negative
"Review 164 weak direction and a slow plot, although a few scenes were enjoyable.",positive
"Review 165 the movie failed to hold my attention, yet the cast was excellent.",positive
"Review 166 a weak film with a mixed ending, although a few scenes were enjoyable.",positive
"Review 167 the story was flat and the acting was weak, yet the cast was excellent.",negative
"Review 168 a messy and slow movie, but the soundtrack was great.",positive
"Review 169 the film was slow and unremarkable, yet the cast was excellent.",negative
"Review 170 a slow film with weak characters, yet the cast was excellent.",negative
"Review 171 the movie was lifeless and not engaging, but the soundtrack was great.",negative
"Review 172 a mixed film that felt rushed, yet the cast was excellent.",negative
"Review 173 the plot was thin and the pacing was slow, but the soundtrack was great.",negative
"Review 174 a slow movie with weak dialogue, although a few scenes were enjoyable.",negative
"Review 175 the film was flat and forgettable, although a few scenes were enjoyable.",positive
"Review 176 a weak movie with little substance, yet the cast was excellent.",negative
"Review 177 the story was weak and the film dragged, although a few scenes were enjoyable.",negative
"Review 178 the movie was slow and the acting was okay, but the soundtrack was great.",negative
"Review 179 a weak film that did not satisfy, although a few scenes were enjoyable.",positive
"Review 180 the plot was messy and the pacing was slow, but the soundtrack was great.",negative
"Review 181 a slow film with weak acting, although a few scenes were enjoyable.",negative
"Review 182 the movie was uninspired and flat, yet the cast was excellent.",negative
"Review 183 weak writing and a slow story, although a few scenes were enjoyable.",negative
"Review 184 a mixed movie with slow pacing, although a few scenes were enjoyable.",negative
"Review 185 the film was tedious and poorly made, although a few scenes were enjoyable.",negative
"Review 186 a okay movie with a weak script, but the soundtrack was great.",positive
"Review 187 the plot was confusing and the acting was weak, but the soundtrack was great.",negative
"Review 188 a slow film with no payoff, yet the cast was excellent.",negative
"Review 189 the movie was slow and the story was weak, but the soundtrack was great.",negative
"Review 190 a weak film with flat characters, although a few scenes were enjoyable.",positive
"Review 191 the film lacked focus and was slow, although a few scenes were enjoyable.",negative
"Review 192 weak performances and a thin story, but the soundtrack was great.",negative
"Review 193 the movie felt empty and slow, although a few scenes were enjoyable.",negative
"Review 194 a mixed film that dragged, yet the cast was excellent.",negative
"Review 195 the plot was weak and the pacing was off, yet the cast was excellent.",negative
"Review 196 a slow movie with no real moments, but the soundtrack was great.",negative
"Review 197 the film was weak and not enjoyable, but the soundtrack was great.",negative
"Review 198 a slow story with weak acting, yet the cast was excellent.",negative
"Review 199 the movie was slow and mixed, yet the cast was excellent.",negative
"Review 200 a weak film with a okay ending, but the soundtrack was great.",positive
